0.965684,0.974561,0.980478
0.965138,0.974128,0.981161
0.963586,0.972022,0.981115
0.964057,0.973389,0.980857
0.966444,0.975297,0.980938
0.964386,0.972762,0.981029
0.961865,0.971994,0.980637
0.972721,0.97363,0.981317
0.957964,0.967661,0.979776
0.972709,0.973454,0.981194
0.95847,0.968764,0.980042
0.966826,0.975228,0.981206
0.965529,0.974956,0.980847
0.963733,0.971388,0.98114
0.96401,0.97369,0.980752
0.964845,0.974382,0.980618
0.961213,0.969379,0.98087
0.965217,0.974356,0.981088
0.968749,0.972605,0.981266
0.961759,0.971902,0.980569
0.961518,0.970187,0.980773
0.960139,0.970163,0.979911
0.96478,0.972825,0.981252
0.964931,0.974078,0.980972
0.965282,0.973865,0.980845
0.961459,0.971078,0.980751
0.96226,0.972542,0.980265
0.959368,0.969981,0.980164
0.962627,0.97218,0.980854
0.964707,0.972162,0.981139
