0.900343,0.924747,0.953608
0.910455,0.933895,0.955993
0.905984,0.926098,0.955528
0.907025,0.930314,0.954829
0.906225,0.928844,0.954964
0.906186,0.927718,0.955342
0.903933,0.928715,0.953748
0.92559,0.932314,0.956584
0.895067,0.920047,0.951602
0.92538,0.929985,0.956137
0.893073,0.917523,0.951619
0.906282,0.926865,0.955604
0.904539,0.9275,0.954381
0.91023,0.930882,0.956196
0.902034,0.924823,0.953876
0.898422,0.923315,0.953357
0.90996,0.931751,0.95594
0.906978,0.928322,0.955254
0.919996,0.936506,0.957012
0.9068,0.931732,0.953828
0.905614,0.927418,0.954842
0.896119,0.921699,0.951429
0.910544,0.930093,0.956123
0.899005,0.921082,0.954192
0.904634,0.928354,0.954982
0.906521,0.92856,0.954377
0.899814,0.925853,0.952301
0.895188,0.921356,0.951654
0.903674,0.927563,0.954758
0.909111,0.927204,0.955787
