0.956761,0.967979,0.978668
0.960688,0.970537,0.979012
0.956783,0.965955,0.978865
0.960881,0.971194,0.978723
0.953959,0.964673,0.9787
0.960375,0.970189,0.979158
0.953346,0.96449,0.978261
0.968493,0.966224,0.978961
0.954798,0.966297,0.977982
0.969426,0.970291,0.979033
0.951745,0.963664,0.978034
0.955763,0.964978,0.97881
0.956462,0.96724,0.978577
0.959443,0.967936,0.979004
0.957922,0.969283,0.978633
0.958462,0.969291,0.978443
0.959181,0.968477,0.978902
0.954794,0.964736,0.978717
0.966351,0.971634,0.979238
0.956395,0.967643,0.978519
0.955129,0.965676,0.97886
0.956735,0.968593,0.978216
0.959674,0.968505,0.97908
0.956069,0.967011,0.978849
0.955224,0.966014,0.978724
0.956324,0.967436,0.978748
0.955056,0.966483,0.977926
0.959218,0.970741,0.978027
0.961311,0.971908,0.978807
0.959618,0.968701,0.979087
