0.913909,0.936606,0.959283
0.917538,0.938648,0.961277
0.91639,0.936631,0.961317
0.914388,0.936536,0.960273
0.917029,0.939047,0.96073
0.916667,0.93718,0.961066
0.910448,0.933578,0.959242
0.930209,0.93961,0.962205
0.90321,0.926276,0.956807
0.930248,0.939301,0.962197
0.904052,0.927841,0.957425
0.919428,0.940191,0.961632
0.915324,0.937899,0.960133
0.917387,0.936388,0.961501
0.913413,0.936083,0.959705
0.913186,0.936318,0.9594
0.91336,0.933309,0.960692
0.917006,0.938515,0.961003
0.924635,0.93823,0.961887
0.910049,0.933141,0.958907
0.912873,0.933545,0.960193
0.904918,0.928988,0.957129
0.918833,0.938087,0.961686
0.916034,0.937795,0.960652
0.915937,0.937514,0.960538
0.911748,0.933635,0.959757
0.908029,0.932276,0.957902
0.904988,0.928945,0.957333
0.913119,0.935179,0.960181
0.918209,0.937258,0.961558
