0.901,0.926608,0.956357
0.908703,0.932281,0.958369
0.905333,0.927577,0.958055
0.90644,0.931634,0.95745
0.90064,0.924656,0.95709
0.908717,0.931923,0.958383
0.897009,0.92243,0.955697
0.920782,0.928967,0.958754
0.895884,0.922244,0.954265
0.921777,0.933344,0.959292
0.892773,0.919464,0.954391
0.904254,0.926355,0.957922
0.90194,0.926792,0.956767
0.908534,0.930189,0.958574
0.901848,0.928359,0.956758
0.901648,0.928006,0.956338
0.907394,0.930106,0.958072
0.902774,0.9254,0.957345
0.917071,0.934672,0.959281
0.900065,0.925732,0.955945
0.902505,0.926044,0.957309
0.897184,0.924806,0.954739
0.908438,0.930725,0.958651
0.902571,0.927284,0.957432
0.901697,0.926086,0.957242
0.901809,0.926937,0.956893
0.896057,0.922802,0.954554
0.899282,0.927212,0.954773
0.907217,0.932529,0.957609
0.908868,0.931046,0.958732
