0.89417,0.912911,0.950509
0.912972,0.933737,0.953937
0.904472,0.922323,0.953223
0.905215,0.926823,0.952667
0.906773,0.928014,0.953105
0.910474,0.930339,0.953634
0.903454,0.927469,0.952132
0.927604,0.924463,0.953653
0.896656,0.918948,0.949769
0.92762,0.927644,0.953751
0.894669,0.916197,0.949765
0.914158,0.934146,0.954254
0.904673,0.925879,0.952273
0.912128,0.930942,0.954073
0.907434,0.930942,0.952774
0.898883,0.92085,0.9513
0.908386,0.928315,0.953653
0.907478,0.926212,0.953034
0.918384,0.931054,0.954399
0.900063,0.92265,0.951437
0.907037,0.927699,0.952871
0.892176,0.91429,0.949371
0.909138,0.924952,0.953532
0.903927,0.924537,0.952646
0.904721,0.925868,0.952886
0.905613,0.927069,0.952396
0.902395,0.925438,0.950809
0.896714,0.918268,0.949641
0.9058,0.924896,0.952559
0.907959,0.924778,0.953635
