0.942858,0.952826,0.974256
0.959513,0.968975,0.974999
0.949844,0.958331,0.974845
0.953057,0.963781,0.974711
0.954453,0.9646,0.974937
0.956948,0.965958,0.974928
0.953552,0.96565,0.97474
0.96881,0.95894,0.974592
0.948447,0.960133,0.974293
0.96924,0.96227,0.974425
0.946316,0.957414,0.974191
0.959822,0.968848,0.975018
0.952666,0.96339,0.974715
0.957193,0.965595,0.974781
0.956798,0.968319,0.975028
0.94862,0.959828,0.97448
0.954409,0.964105,0.975134
0.953143,0.962222,0.974677
0.962276,0.965675,0.975035
0.950548,0.961876,0.974743
0.954087,0.964308,0.974848
0.944761,0.956139,0.974026
0.953031,0.960208,0.974843
0.95113,0.961439,0.974749
0.951988,0.962561,0.974846
0.953566,0.964318,0.974731
0.953735,0.965093,0.974508
0.948864,0.959493,0.974122
0.952051,0.961845,0.974922
0.952441,0.960192,0.974962
