0.953438,0.964744,0.976436
0.960414,0.970575,0.976771
0.953784,0.963102,0.976854
0.958105,0.968356,0.976631
0.956323,0.96656,0.97658
0.955353,0.964992,0.976726
0.957043,0.968175,0.976163
0.969869,0.96743,0.976817
0.950933,0.962896,0.975926
0.969583,0.965422,0.976322
0.948535,0.960374,0.975949
0.954459,0.963772,0.976825
0.955597,0.966227,0.976649
0.958395,0.966995,0.976904
0.953708,0.964256,0.976513
0.951675,0.963731,0.976239
0.958547,0.968466,0.97704
0.955849,0.965595,0.976761
0.966461,0.971773,0.977115
0.960387,0.971158,0.97633
0.955618,0.965225,0.976564
0.952685,0.964428,0.975691
0.957969,0.96615,0.976898
0.949414,0.960019,0.976409
0.955359,0.96638,0.976589
0.957082,0.966881,0.976465
0.955856,0.967464,0.975899
0.951846,0.964078,0.975861
0.95471,0.96605,0.976715
0.955924,0.963523,0.976835
