SIS,APMISRR,toler-MIS
23017.64,21265.38,21238.73
23324.32,21274.59,21244.79
23631.00,21283.80,21250.89
23937.68,21292.99,21257.03
24244.36,21302.19,21263.21
24551.04,21311.37,21269.43
24857.72,21320.55,21275.69
25164.40,21329.73,21281.98
25471.08,21338.90,21288.31
25777.76,21348.06,21294.68
