319.889,350.382,436.073,512.994,463.859,502.98,506.514,655.773,597.472,790.514,822.196,
496.298,572.078,689.948,874.382,1024.47,956.029,1057.95,1363.34,1333.62,1465.05,1710.53,
789.327,887.691,1193.17,1415.29,1676.57,1693.36,1461.63,2105.3,1846.02,2416.67,2772.56,
1138.76,1236.73,1701.36,1843.36,2303.89,2402.05,2053.02,2894.13,2561.85,3287.17,3761.72,
