SIS,APMISRR,TolerMIS
19698.6,16457.2,16213.7
19577.9,16241.3,16006.8
19568.4,16393.2,16152.5
19630.2,16600.8,16350.7
19594.8,16421.2,16179.3
19577.9,16441.6,16197.7
19698.6,16432.3,16189.9
19543.6,16170,15939.9
19818.9,16302.1,16034.1
19536.5,16277.2,16041.9
19802.2,16188.9,15974.9
19568.4,16260.3,16025.9
19673.2,16357.2,16116.1
19563.6,16415.7,16173
19436.2,16406.6,16165.4
19686.1,16676.5,16424.3
19471.5,16222.3,15990.7
19527.3,16235.7,16001.9
19506.7,16440.8,16197.8
19698.6,16507,16261.2
19527.3,16192.9,15961.3
19506.7,16440.8,16197.8
19577.9,16575.2,16325
19436.2,16196.6,15965.9
19589.5,16580.5,16330.7
19436.2,16425.7,16183.6
19435.1,16405.2,16164.4
19554.5,16323.9,16087
19527.3,16577.7,16327.3
19704.7,16406.8,16166.3
