SIS,APMISRR,TolerMIS
12647.1,10499.8,10267.3
12570.4,10614,10373.3
12563.5,10431.7,10202.7
12602.7,10510.7,10276.1
12579.7,10705.3,10461
12570.4,10560.1,10322.2
12647.1,10499.8,10267.3
12547.9,10465.8,10233.7
12724.2,10864.4,10576.6
12543.6,10431,10200.7
12712.1,10660.7,10432.6
12563.5,10789.1,10540.2
12632.6,10699.1,10452.9
12561.5,10788.7,10538.8
12478.7,10438.2,10208.5
12638.2,10496.5,10266.5
12501.3,10522.4,10288.3
12538.7,10553.5,10316.3
12524.2,10428.4,10198.8
12647.1,10439.6,10213.3
12538.7,10588,10348.9
12524.2,10666.6,10424.2
12570.4,10560.1,10322.2
12478.7,10499.8,10266.7
12577.4,10634.2,10392.9
12478.7,10700,10456
12478.1,10621.8,10382.3
12554.4,10696.6,10452.9
12538.7,10708.6,10463.1
12650.2,10740,10494.6
