0.702134,0.875447,0.83746
0.70268,0.920897,0.887905
0.700669,0.927877,0.895095
0.703666,0.897986,0.864854
0.705802,0.906418,0.872959
0.707024,0.922528,0.892371
0.707514,0.87852,0.847626
0.728022,0.95997,0.931216
0.703465,0.841669,0.800825
0.728298,0.9665,0.938175
0.707255,0.850175,0.814594
0.702228,0.928658,0.897781
0.705638,0.891542,0.856439
0.705125,0.937971,0.907616
0.701287,0.881696,0.843826
0.702727,0.875621,0.837867
0.705566,0.921839,0.889973
0.70693,0.914586,0.883805
0.705572,0.946101,0.916691
0.702397,0.868415,0.829934
0.703838,0.905182,0.872632
0.705893,0.843139,0.803156
0.703965,0.937194,0.907087
0.704562,0.906177,0.874206
0.701555,0.90467,0.869537
0.703657,0.890455,0.854448
0.706246,0.849687,0.810302
0.706718,0.843652,0.80742
0.727658,0.916712,0.883393
0.70079,0.935695,0.903689
