SIS,APMISRR,TolerMIS
26750.2,22592.6,22333.1
26585.4,21992.2,21757.1
26573.3,22657.2,22393.2
26657.8,22110.3,21871
26609.9,22647.4,22384.5
26585.4,22508.6,22250.5
26750.2,22650.4,22388.5
26539.4,22185.9,21942.8
26913.7,22004.7,21734.4
26529.4,21933.7,21702.1
26892.3,22693.4,22441.1
26573.3,22143,21902.2
26713.7,22582.5,22321.1
26565.7,22194.3,21950.2
26393.6,21871.2,21643.2
26734,22039.9,21804.7
26441.6,22156,21914.9
26515.8,22282.2,22034.1
26489.2,22442.7,22187.9
26750.2,22159.2,21917.8
26515.8,22232.6,21986.8
26489.2,22442.7,22187.9
26585.4,21914.8,21683
26393.6,22292,22044
26601.6,21915.1,21683.8
26393.6,21937.6,21706.5
26392.2,21959.1,21727.4
26554.6,22292.7,22045.4
26515.8,22431,22176
26759.3,21897.8,21676.7
