SIS,APMISRR,TolerMIS
12080.4,10320.1,10068
12041.9,9687.04,9458.07
12235.9,9339.13,9100.43
12010.1,9303.27,9088.59
11914.2,9866.2,9626.48
11816.7,9614.2,9383.81
11792.5,9323.24,9109.22
11917.1,10379.7,10066.9
12052.2,10379.5,10044
11939.6,9142.92,8914.71
11835.8,9409.29,9189.82
12147.2,10270.3,9948.96
11901.2,10366,10102.5
11929.4,9430.47,9211.7
12158.1,10053.4,9810.2
12057.4,9999.83,9757.45
11884.6,10209.6,9952.04
11832,9480.72,9257.52
11894.9,9568.78,9342.18
12118.1,9944.17,9646.19
12050.9,9468.6,9247.66
11904.3,9785.28,9551.2
11991.9,9600.29,9370.73
11992.4,9517.33,9297.24
12184.3,9653.05,9379.35
12045.2,10155.4,9908.1
11898.2,9860.62,9620.05
11839.8,9828.55,9590.16
11957.3,9437.04,9156.5
12177.4,10216.3,9969.81
