SIS,APMISRR,TolerMIS
17935.7,15104.2,14856.7
17826,15037.7,14792.2
17817.2,14970.9,14729.4
17873.3,15145.6,14896.2
17841,15125.4,14876.8
17826,14911.9,14672.3
17935.7,14940.1,14699.9
17794.7,14862.3,14625.9
18045.2,15070.4,14788
17788.3,15043,14797.7
18029.6,14808.8,14591.2
17817.2,15242.4,14987.8
17913,14801.3,14565.6
17813.1,14764.1,14531.7
17696.8,14872.5,14636.2
17924.1,14866.2,14630.5
17728.9,15016.9,14773.7
17780.1,14902.5,14663.6
17761.1,14835.8,14601.1
17935.7,14963.5,14722.3
17780.1,15023.3,14778.5
17761.1,15133.9,14884.4
17826,14765.1,14532.5
17696.8,14908.5,14670.4
17836.5,14807.8,14573.5
17696.8,14908.5,14670.4
17695.9,15104.3,14856.5
17804.4,14739.4,14509.6
17780.1,14741.4,14510.5
17941.1,14939.3,14700.1
