SIS,APMISRR,TolerMIS
25847.2,20587.5,20364.8
25745.9,21311.2,21060.5
25710,21448.5,21191.3
25803.1,20689.2,20463.3
25950.6,21604.9,21269.7
25973.9,20707.4,20497.3
25793.4,21656.7,21389.6
25644.8,20915.6,20681.7
25480.9,20648.5,20424.3
25754.4,21212,20965.2
25527.2,20559.4,20338.8
25500.7,21643.7,21374.7
25516.1,21460.6,21200.7
25469.9,21253.3,21002.7
25788.8,21647.9,21384.2
25460.5,21408.8,21108.2
25647,21425.5,21168.5
25891.5,20919,20636.3
25564.9,21648.2,21379.1
25733,22024.5,21675.2
25623.8,21266.2,21014.4
25444.4,21680.6,21409.5
26304.4,20937.6,20668.2
25437.6,21336,21080.1
25629,21826.6,21552.6
25580,20612.2,20388.9
25658,21991.4,21710.8
25617.8,21265.4,21015.7
26011.8,20669.2,20438.9
25734.5,21152.7,20909.5
