SIS,APMISRR,TolerMIS
14899.8,12471.9,12224.2
14839.9,12247.3,12010.2
14819.8,12630.8,12375.5
14873.7,12785.7,12524.2
14959,12494.9,12200.5
14970.2,11982.6,11772.5
14871.3,12263.7,12022.8
14781.2,12034,11807.7
14689.6,12132.1,11899.7
14845.7,12411.2,12166.4
14716.7,12696.4,12435.3
14700.1,12238.4,12000.3
14708.4,11986.9,11761.6
14681.3,12052.6,11825.2
14866.2,12378.1,12135.1
14675.4,11945.4,11710
14783.6,12268.1,12029.3
14923.6,12187.3,11918.5
14738.1,12183.3,11947.9
14832.3,12006.5,11759
14772.4,12000.8,11773.3
14667.4,12268.2,12029.8
15160.4,11911.3,11679.4
14663.9,12403.3,12157.2
14773.6,12610.9,12356.3
14746.3,11921.4,11698.7
14790.5,12156.4,11922.5
14766,12185.9,11951.9
14998.1,12043.2,11809.5
14832.9,12684.8,12428.6
