SIS,APMISRR,TolerMIS
22970.7,19363.8,19094.6
22918.8,19563,19287.1
23225.6,19824.9,19428.1
23045.5,18925.4,18676.7
22766,17719.6,17508.7
22782.6,17863.8,17650.8
22838.7,19307.6,19035.2
22587.6,18883.8,18623.6
22515.9,18095.5,17870.8
22902.5,17803,17592
22653.7,18777.2,18474.8
22963,19676.6,19281.3
22749.1,18300.6,18067.8
22800.7,19637.7,19353.1
22886.2,17719.7,17529.3
22896.2,18178.3,17898.2
22769.2,19117.6,18851.3
22732.1,19610.3,19323.3
22887.1,18032.5,17811
23059.3,19656.2,19378.4
22834.6,18174.3,17944.9
22817.3,19435.9,19159.5
22693.3,19149.7,18880.5
22690.2,18721.6,18469.2
22719.1,19093.4,18827.2
23232.6,19410.5,19045
22928,18270.3,18041.2
22714.8,18516.7,18274
22683.1,18428.7,18191.2
23148.3,19377.2,19110.8
