0.752407,0.927087,0.894858
0.753599,0.950651,0.91998
0.753518,0.954591,0.924072
0.753144,0.938714,0.90728
0.751921,0.941917,0.910697
0.752034,0.95012,0.919206
0.752743,0.926922,0.894626
0.755079,0.967068,0.937872
0.756512,0.910323,0.878435
0.753838,0.970558,0.940999
0.755932,0.913573,0.881597
0.755821,0.955234,0.925779
0.755739,0.936119,0.906229
0.756578,0.959421,0.930347
0.753196,0.931026,0.899292
0.781117,0.951142,0.920579
0.754418,0.950855,0.920386
0.753047,0.946363,0.915673
0.755446,0.962659,0.93307
0.778955,0.948277,0.916984
0.754728,0.943019,0.912942
0.75726,0.910712,0.879065
0.74945,0.957142,0.92628
0.756756,0.943867,0.91438
0.754973,0.943156,0.912498
0.755196,0.935591,0.904498
0.754242,0.913238,0.880815
0.755278,0.910111,0.877863
0.750475,0.937378,0.9049
0.754454,0.958725,0.928737
