SIS,APMISRR,TolerMIS
9121.3,7767.67,7525
9066.64,7649.66,7413.1
9061.07,7631.05,7396.53
9088.91,7703.64,7464.97
9072.11,7679.9,7442.59
9066.64,7649.66,7413.1
9121.3,7767.67,7525
9050.03,7583.38,7351.5
9176.79,7888.29,7610.57
9047.22,7568.4,7337.35
9167.03,7862.97,7628.04
9061.07,7631.05,7396.53
9112.32,7733.69,7491.04
9060.44,7617.53,7382.93
8999.92,7694.54,7457.02
9114.2,7764.04,7522.71
9016.2,7633.14,7399.47
9044.49,7660.17,7423.45
9032.98,7595.49,7363.4
9121.3,7785.07,7541.47
9044.49,7675.14,7437.55
9032.98,7802.64,7558.48
9066.64,7618.47,7383.65
8999.92,7654.38,7419.25
9071.33,7681.89,7443.94
8999.92,7681.15,7444.43
8999.6,7760.08,7518.9
9054.31,7814.45,7569.92
9044.49,7690.1,7451.65
9122.93,7627.01,7399.24
