0.777811,0.952377,0.921097
0.77908,0.964345,0.9336
0.779462,0.966479,0.935934
0.778736,0.958566,0.927651
0.779024,0.960705,0.929924
0.77908,0.964345,0.9336
0.777811,0.952377,0.921097
0.779899,0.972401,0.942066
0.776378,0.941996,0.910628
0.77997,0.974319,0.944048
0.777015,0.944465,0.91298
0.779462,0.966479,0.935934
0.777903,0.956011,0.924677
0.779365,0.96823,0.937642
0.781522,0.955719,0.925488
0.778298,0.952592,0.921485
0.781271,0.965028,0.9349
0.780035,0.962426,0.931856
0.780657,0.970598,0.940392
0.777811,0.950462,0.919133
0.780035,0.960504,0.929887
0.780657,0.943949,0.913095
0.77908,0.968248,0.937599
0.781522,0.961389,0.931285
0.778988,0.960521,0.929703
0.781522,0.957602,0.927414
0.781539,0.946371,0.916497
0.779867,0.943745,0.912736
0.780035,0.958589,0.927926
0.777739,0.968124,0.937339
