SIS,APMISRR,TolerMIS
9744.54,8185.69,7942.8
9720.51,7868,7640.47
9851.72,7848.67,7591.15
9773.64,8038.67,7813.74
9661.13,7953.08,7718.66
9664.62,7853.27,7627.35
9690.37,8164.61,7921.56
9582.51,7644.74,7431.08
9551.1,8311.22,8059.74
9715.4,7613.63,7411.15
9606.8,8312.75,8032.97
9740.34,7821.31,7566.93
9650.65,8045.62,7808.49
9673.04,7757.15,7533.92
9705.9,8115.56,7886.24
9712.99,8166.42,7881.59
9660.16,7854.17,7626.67
9643.29,7897.02,7667.51
9709.92,7716.13,7494.93
9782.36,8258.81,8012.49
9689.81,7963.18,7728.23
9679.81,8402.96,8149.29
9628.03,7748.77,7526.97
9627.41,7941.76,7709.12
9638.18,7944.17,7712.21
9853.38,8123.18,7844.29
9726.75,8386.31,8134.17
9637.93,8384.26,8128.87
9621.29,7985.02,7752.25
9823.2,7795.77,7570.36
