m,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,
3,21549.34,21572.05,21594.76,21617.47,21640.18,21662.89,21685.60,21708.31,21731.02,21753.73,
4,21357.14,21379.41,21401.68,21423.95,21446.22,21468.49,21490.76,21513.03,21535.30,21557.57,
5,21287.70,21306.91,21326.12,21345.34,21364.55,21383.76,21402.98,21422.19,21441.40,21460.62,
6,21251.70,21268.29,21284.89,21301.48,21318.07,21334.67,21351.26,21367.85,21384.44,21401.04,
7,21230.03,21244.55,21259.07,21273.59,21288.11,21302.64,21317.16,21331.68,21346.20,21360.72,
8,21215.91,21228.79,21241.67,21254.55,21267.43,21280.31,21293.19,21306.07,21318.95,21331.84,
9,21206.29,21217.85,21229.41,21240.97,21252.53,21264.09,21275.65,21287.21,21298.77,21310.33,
10,21199.58,21210.06,21220.54,21231.02,21241.50,21251.98,21262.46,21272.94,21283.42,21293.90,
11,21194.88,21204.46,21214.04,21223.62,21233.20,21242.78,21252.36,21261.94,21271.52,21281.09,
12,21191.60,21200.42,21209.24,21218.06,21226.88,21235.70,21244.52,21253.34,21262.16,21270.98,
13,21189.39,21197.56,21205.73,21213.90,21222.07,21230.25,21238.42,21246.59,21254.76,21262.93,
14,21187.99,21195.60,21203.21,21210.82,21218.43,21226.04,21233.65,21241.26,21248.87,21256.48,
15,21187.22,21194.34,21201.46,21208.58,21215.70,21222.82,21229.94,21237.06,21244.19,21251.31,
16,21186.95,21193.64,21200.33,21207.02,21213.71,21220.40,21227.09,21233.78,21240.47,21247.16,
17,21187.10,21193.41,21199.71,21206.02,21212.33,21218.64,21224.95,21231.25,21237.56,21243.87,
18,21187.57,21193.54,21199.51,21205.48,21211.44,21217.41,21223.38,21229.35,21235.31,21241.28,
19,21188.33,21193.99,21199.65,21205.31,21210.98,21216.64,21222.30,21227.96,21233.62,21239.28,
20,21189.32,21194.70,21200.09,21205.47,21210.86,21216.24,21221.63,21227.01,21232.40,21237.78,
21,21190.50,21195.64,21200.77,21205.91,21211.04,21216.18,21221.31,21226.45,21231.58,21236.72,
22,21191.86,21196.77,21201.67,21206.58,21211.49,21216.39,21221.30,21226.20,21231.11,21236.02,
23,21193.36,21198.06,21202.76,21207.45,21212.15,21216.85,21221.55,21226.24,21230.94,21235.64,
24,21194.99,21199.50,21204.00,21208.51,21213.01,21217.52,21222.02,21226.53,21231.03,21235.54,
25,21196.73,21201.06,21205.39,21209.72,21214.05,21218.37,21222.70,21227.03,21231.36,21235.69,
26,21198.57,21202.74,21206.90,21211.06,21215.23,21219.39,21223.56,21227.72,21231.89,21236.05,
27,21200.49,21204.51,21208.52,21212.53,21216.55,21220.56,21224.57,21228.59,21232.60,21236.61,
28,21202.49,21206.37,21210.24,21214.11,21217.98,21221.86,21225.73,21229.60,21233.47,21237.34,
29,21204.56,21208.30,21212.05,21215.79,21219.53,21223.27,21227.01,21230.75,21234.49,21238.23,
30,21206.69,21210.31,21213.93,21217.55,21221.17,21224.78,21228.40,21232.02,21235.64,21239.26,
31,21208.88,21212.38,21215.89,21219.39,21222.89,21226.39,21229.90,21233.40,21236.90,21240.41,
32,21211.11,21214.51,21217.90,21221.30,21224.69,21228.09,21231.48,21234.88,21238.27,21241.67,
33,21213.39,21216.69,21219.98,21223.28,21226.57,21229.86,21233.16,21236.45,21239.74,21243.04,
34,21215.72,21218.91,21222.11,21225.31,21228.51,21231.70,21234.90,21238.10,21241.30,21244.50,
35,21218.07,21221.18,21224.29,21227.40,21230.50,21233.61,21236.72,21239.83,21242.93,21246.04,
36,21220.47,21223.49,21226.51,21229.53,21232.56,21235.58,21238.60,21241.62,21244.64,21247.67,
37,21222.89,21225.83,21228.77,21231.72,21234.66,21237.60,21240.54,21243.48,21246.42,21249.36,
38,21225.34,21228.21,21231.07,21233.94,21236.80,21239.67,21242.53,21245.40,21248.26,21251.13,
39,21227.82,21230.61,21233.41,21236.20,21238.99,21241.78,21244.58,21247.37,21250.16,21252.95,
40,21230.33,21233.05,21235.77,21238.50,21241.22,21243.94,21246.66,21249.39,21252.11,21254.83,
