m,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,
3,7302.91,7378.24,7453.47,7528.59,7603.62,7678.55,7753.38,7828.11,7902.75,7977.30,
4,7272.22,7311.86,7351.47,7391.04,7430.58,7470.08,7509.55,7548.99,7588.40,7627.77,
5,7259.59,7286.84,7314.07,7341.28,7368.48,7395.66,7422.83,7449.97,7477.11,7504.23,
6,7253.09,7273.96,7294.81,7315.66,7336.49,7357.32,7378.14,7398.94,7419.74,7440.53,
7,7249.60,7266.55,7283.50,7300.43,7317.36,7334.29,7351.21,7368.12,7385.03,7401.93,
8,7247.85,7262.15,7276.44,7290.72,7305.01,7319.28,7333.56,7347.83,7362.10,7376.36,
9,7247.20,7259.57,7271.94,7284.31,7296.68,7309.04,7321.40,7333.75,7346.11,7358.46,
10,7247.30,7258.21,7269.13,7280.04,7290.95,7301.86,7312.76,7323.67,7334.57,7345.47,
11,7247.92,7257.70,7267.47,7277.24,7287.01,7296.77,7306.54,7316.30,7326.07,7335.83,
12,7248.94,7257.79,7266.64,7275.49,7284.34,7293.19,7302.03,7310.88,7319.72,7328.57,
13,7250.26,7258.35,7266.44,7274.53,7282.62,7290.71,7298.80,7306.89,7314.98,7323.06,
14,7251.80,7259.26,7266.72,7274.17,7281.63,7289.08,7296.54,7303.99,7311.44,7318.90,
15,7253.53,7260.45,7267.36,7274.28,7281.19,7288.11,7295.02,7301.94,7308.85,7315.76,
16,7255.40,7261.86,7268.31,7274.76,7281.21,7287.66,7294.11,7300.56,7307.01,7313.46,
17,7257.40,7263.45,7269.50,7275.54,7281.59,7287.63,7293.68,7299.73,7305.77,7311.82,
18,7259.50,7265.19,7270.88,7276.57,7282.26,7287.96,7293.65,7299.34,7305.03,7310.72,
19,7261.68,7267.05,7272.43,7277.81,7283.19,7288.57,7293.94,7299.32,7304.70,7310.07,
20,7263.93,7269.03,7274.12,7279.22,7284.32,7289.42,7294.51,7299.61,7304.71,7309.80,
21,7266.24,7271.09,7275.93,7280.78,7285.63,7290.47,7295.32,7300.16,7305.01,7309.86,
22,7268.60,7273.22,7277.84,7282.46,7287.08,7291.70,7296.32,7300.94,7305.56,7310.18,
23,7271.01,7275.43,7279.84,7284.26,7288.67,7293.09,7297.50,7301.92,7306.33,7310.74,
24,7273.46,7277.69,7281.92,7286.15,7290.37,7294.60,7298.83,7303.06,7307.28,7311.51,
25,7275.94,7280.00,7284.06,7288.12,7292.17,7296.23,7300.28,7304.34,7308.40,7312.45,
26,7278.46,7282.36,7286.26,7290.16,7294.06,7297.96,7301.86,7305.76,7309.66,7313.56,
27,7281.00,7284.76,7288.51,7292.27,7296.02,7299.78,7303.53,7307.28,7311.04,7314.79,
28,7283.57,7287.19,7290.81,7294.43,7298.05,7301.67,7305.29,7308.91,7312.54,7316.16,
29,7286.15,7289.65,7293.15,7296.65,7300.14,7303.64,7307.14,7310.63,7314.13,7317.63,
30,7288.76,7292.14,7295.52,7298.91,7302.29,7305.67,7309.05,7312.43,7315.82,7319.20,
31,7291.38,7294.66,7297.93,7301.21,7304.48,7307.76,7311.03,7314.31,7317.58,7320.85,
32,7294.02,7297.20,7300.37,7303.55,7306.72,7309.90,7313.07,7316.24,7319.42,7322.59,
33,7296.68,7299.76,7302.84,7305.92,7309.00,7312.08,7315.16,7318.24,7321.32,7324.40,
34,7299.35,7302.34,7305.33,7308.32,7311.31,7314.31,7317.30,7320.29,7323.28,7326.27,
35,7302.03,7304.93,7307.84,7310.75,7313.66,7316.57,7319.48,7322.39,7325.30,7328.21,
36,7304.72,7307.55,7310.38,7313.21,7316.04,7318.87,7321.70,7324.53,7327.36,7330.20,
37,7307.42,7310.17,7312.93,7315.69,7318.45,7321.20,7323.96,7326.72,7329.48,7332.23,
38,7310.13,7312.82,7315.50,7318.19,7320.88,7323.57,7326.25,7328.94,7331.63,7334.32,
39,7312.85,7315.47,7318.09,7320.71,7323.33,7325.96,7328.58,7331.20,7333.82,7336.44,
40,7315.57,7318.13,7320.69,7323.25,7325.81,7328.37,7330.93,7333.49,7336.05,7338.61,
