APMISRR,tolerMIS,MISRRLL
0.9894,0.9923,0.9946
0.9905,0.9929,0.9953
0.9913,0.9933,0.9957
0.9919,0.9937,0.9960
0.9924,0.9939,0.9963
0.9928,0.9941,0.9965
0.9931,0.9943,0.9967
0.9933,0.9945,0.9968
0.9935,0.9946,0.9969
0.9937,0.9947,0.9970
0.9939,0.9948,0.9971
0.9940,0.9949,0.9972
0.9942,0.9949,0.9973
0.9943,0.9950,0.9973
0.9944,0.9950,0.9974
0.9945,0.9951,0.9975
0.9945,0.9951,0.9975
0.9946,0.9952,0.9975
0.9947,0.9952,0.9976
0.9947,0.9952,0.9976
0.9948,0.9953,0.9976
