m,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,
3,0.00,0.00,14907.55,14905.00,14902.44,14899.88,14897.33,14894.77,14892.21,14889.66,
4,0.00,14692.59,14696.33,14700.08,14703.82,14707.57,14711.31,14715.06,14718.80,14722.54,
5,0.00,14599.46,14603.97,14608.47,14612.98,14617.48,14621.99,14626.50,14631.00,0.00,
6,0.00,14545.89,14550.27,14554.65,14559.04,14563.42,14567.81,14572.19,14576.57,0.00,
7,0.00,14511.03,14515.11,14519.19,14523.27,14527.35,14531.43,14535.51,14539.60,0.00,
8,0.00,14486.74,14490.50,14494.26,14498.01,14501.77,14505.53,14509.29,14513.05,0.00,
9,0.00,14469.06,14472.52,14475.98,14479.44,14482.90,14486.36,14489.83,14493.29,0.00,
10,0.00,14455.81,14459.01,14462.20,14465.40,14468.60,14471.79,14474.99,0.00,0.00,
11,0.00,14445.69,14448.66,14451.62,14454.58,14457.54,14460.51,14463.47,0.00,0.00,
12,0.00,14437.87,14440.62,14443.38,14446.14,14448.90,14451.66,14454.41,0.00,0.00,
13,0.00,14431.77,14434.35,14436.93,14439.50,14442.08,14444.66,14447.24,0.00,0.00,
14,0.00,14427.02,14429.43,14431.85,14434.27,14436.69,14439.11,14441.52,0.00,0.00,
15,0.00,14423.32,14425.60,14427.87,14430.15,14432.42,14434.70,14436.98,0.00,0.00,
16,0.00,14420.48,14422.63,14424.78,14426.93,14429.08,14431.22,14433.37,0.00,0.00,
17,0.00,14418.33,14420.37,14422.40,14424.44,14426.47,14428.51,14430.54,0.00,0.00,
18,0.00,14416.76,14418.69,14420.63,14422.56,14424.49,14426.43,14428.36,0.00,0.00,
19,0.00,14415.67,14417.51,14419.35,14421.19,14423.03,14424.87,14426.71,0.00,0.00,
20,0.00,14414.99,14416.75,14418.50,14420.26,14422.01,14423.77,14425.52,0.00,0.00,
21,0.00,14414.66,14416.34,14418.01,14419.69,14421.37,14423.05,14424.73,0.00,0.00,
22,0.00,14414.62,14416.23,14417.84,14419.44,14421.05,14422.66,14424.27,0.00,0.00,
23,0.00,0.00,14416.39,14417.93,14419.47,14421.02,14422.56,14424.10,0.00,0.00,
24,0.00,0.00,14416.78,14418.26,14419.74,14421.23,14422.71,14424.19,0.00,0.00,
25,0.00,0.00,14417.37,14418.80,14420.23,14421.65,14423.08,14424.50,0.00,0.00,
26,0.00,0.00,14418.14,14419.52,14420.89,14422.27,14423.64,14425.02,0.00,0.00,
27,0.00,0.00,14419.07,14420.40,14421.73,14423.05,14424.38,14425.71,0.00,0.00,
28,0.00,0.00,14420.15,14421.43,14422.71,14423.99,14425.27,14426.55,0.00,0.00,
29,0.00,0.00,14421.34,14422.58,14423.82,14425.06,14426.30,14427.54,0.00,0.00,
30,0.00,0.00,14422.66,14423.86,14425.06,14426.26,14427.46,0.00,0.00,0.00,
31,0.00,0.00,14424.07,14425.23,14426.40,14427.56,14428.72,0.00,0.00,0.00,
32,0.00,0.00,14425.58,14426.70,14427.83,14428.96,14430.09,0.00,0.00,0.00,
33,0.00,0.00,14427.17,14428.26,14429.36,14430.45,14431.55,0.00,0.00,0.00,
34,0.00,0.00,14428.83,14429.90,14430.96,14432.03,14433.09,0.00,0.00,0.00,
35,0.00,0.00,14430.57,14431.61,14432.64,14433.68,14434.71,0.00,0.00,0.00,
36,0.00,0.00,14432.37,14433.38,14434.39,14435.40,14436.40,0.00,0.00,0.00,
37,0.00,0.00,14434.23,14435.21,14436.20,14437.18,14438.16,0.00,0.00,0.00,
38,0.00,0.00,14436.15,14437.10,14438.06,14439.02,14439.97,0.00,0.00,0.00,
39,0.00,0.00,14438.11,14439.04,14439.98,14440.91,14441.84,0.00,0.00,0.00,
40,0.00,0.00,14440.12,14441.03,14441.94,14442.85,14443.76,0.00,0.00,0.00,
